station_name,line,borough,segment,unique_key,station_key,station_key_split,line_designators_str
Wall St,2,M,Broadway/7 Av (CBD),2Wall StBroadway/7 Av (CBD),Wall_St|2_3,2|Wall_St|2_3,2_3
Wall St,3,M,Broadway/7 Av (CBD),3Wall StBroadway/7 Av (CBD),Wall_St|2_3,3|Wall_St|2_3,2_3
Rector St,1,M,Broadway/7 Av (CBD),1Rector StBroadway/7 Av (CBD),Rector_St|1,1|Rector_St|1,1
Cortlandt St,1,M,Broadway/7 Av (CBD),1Cortlandt StBroadway/7 Av (CBD),Cortlandt_St|1,1|Cortlandt_St|1,1
Chambers St,1,M,Broadway/7 Av (CBD),1Chambers StBroadway/7 Av (CBD),Chambers_St|1_2_3,1|Chambers_St|1_2_3,1_2_3
Chambers St,2,M,Broadway/7 Av (CBD),2Chambers StBroadway/7 Av (CBD),Chambers_St|1_2_3,2|Chambers_St|1_2_3,1_2_3
Chambers St,3,M,Broadway/7 Av (CBD),3Chambers StBroadway/7 Av (CBD),Chambers_St|1_2_3,3|Chambers_St|1_2_3,1_2_3
Franklin St,1,M,Broadway/7 Av (CBD),1Franklin StBroadway/7 Av (CBD),Franklin_St|1,1|Franklin_St|1,1
Canal St,1,M,Broadway/7 Av (CBD),1Canal StBroadway/7 Av (CBD),Canal_St|1,1|Canal_St|1,1
Houston St,1,M,Broadway/7 Av (CBD),1Houston StBroadway/7 Av (CBD),Houston_St|1,1|Houston_St|1,1
Christopher St-Sheridan Sq,1,M,Broadway/7 Av (CBD),1Christopher St-Sheridan SqBroadway/7 Av (CBD),Christopher_St_Sheridan_Sq|1,1|Christopher_St_Sheridan_Sq|1,1
18 St,1,M,Broadway/7 Av (CBD),118 StBroadway/7 Av (CBD),18_St|1,1|18_St|1,1
23 St,1,M,Broadway/7 Av (CBD),123 StBroadway/7 Av (CBD),23_St|1,1|23_St|1,1
28 St,1,M,Broadway/7 Av (CBD),128 StBroadway/7 Av (CBD),28_St|1,1|28_St|1,1
34 St-Penn Station,1,M,Broadway/7 Av (CBD),134 St-Penn StationBroadway/7 Av (CBD),34_St_Penn_Station|1_2_3,1|34_St_Penn_Station|1_2_3,1_2_3
34 St-Penn Station,2,M,Broadway/7 Av (CBD),234 St-Penn StationBroadway/7 Av (CBD),34_St_Penn_Station|1_2_3,2|34_St_Penn_Station|1_2_3,1_2_3
34 St-Penn Station,3,M,Broadway/7 Av (CBD),334 St-Penn StationBroadway/7 Av (CBD),34_St_Penn_Station|1_2_3,3|34_St_Penn_Station|1_2_3,1_2_3
50 St,1,M,Broadway/7 Av (CBD),150 StBroadway/7 Av (CBD),50_St|1,1|50_St|1,1
66 St-Lincoln Center,1,M,Broadway/ 7 Av  (Non-CBD),166 St-Lincoln CenterBroadway/ 7 Av  (Non-CBD),66_St_Lincoln_Center|1,1|66_St_Lincoln_Center|1,1
72 St,1,M,Broadway/ 7 Av  (Non-CBD),172 StBroadway/ 7 Av  (Non-CBD),72_St|1_2_3,1|72_St|1_2_3,1_2_3
72 St,2,M,Broadway/ 7 Av  (Non-CBD),272 StBroadway/ 7 Av  (Non-CBD),72_St|1_2_3,2|72_St|1_2_3,1_2_3
72 St,3,M,Broadway/ 7 Av  (Non-CBD),372 StBroadway/ 7 Av  (Non-CBD),72_St|1_2_3,3|72_St|1_2_3,1_2_3
79 St,1,M,Broadway/ 7 Av  (Non-CBD),179 StBroadway/ 7 Av  (Non-CBD),79_St|1,1|79_St|1,1
86 St,1,M,Broadway/ 7 Av  (Non-CBD),186 StBroadway/ 7 Av  (Non-CBD),86_St|1,1|86_St|1,1
96 St,1,M,Broadway/ 7 Av  (Non-CBD),196 StBroadway/ 7 Av  (Non-CBD),96_St|1_2_3,1|96_St|1_2_3,1_2_3
96 St,2,M,Broadway/ 7 Av  (Non-CBD),296 StBroadway/ 7 Av  (Non-CBD),96_St|1_2_3,2|96_St|1_2_3,1_2_3
96 St,3,M,Broadway/ 7 Av  (Non-CBD),396 StBroadway/ 7 Av  (Non-CBD),96_St|1_2_3,3|96_St|1_2_3,1_2_3
103 St,1,M,Upper Broadway,1103 StUpper Broadway,103_St|1,1|103_St|1,1
Cathedral Pkwy-110 St,1,M,Upper Broadway,1Cathedral Pkwy-110 StUpper Broadway,Cathedral_Pkwy_110_St|1,1|Cathedral_Pkwy_110_St|1,1
116 St-Columbia University,1,M,Upper Broadway,1116 St-Columbia UniversityUpper Broadway,116_St_Columbia_University|1,1|116_St_Columbia_University|1,1
125 St,1,M,Upper Broadway,1125 StUpper Broadway,125_St|1,1|125_St|1,1
137 St-City College,1,M,Upper Broadway,1137 St-City CollegeUpper Broadway,137_St_City_College|1,1|137_St_City_College|1,1
145 St,1,M,Upper Broadway,1145 StUpper Broadway,145_St|1,1|145_St|1,1
157 St,1,M,Upper Broadway,1157 StUpper Broadway,157_St|1,1|157_St|1,1
181 St,1,M,Upper Broadway,1181 StUpper Broadway,181_St|1,1|181_St|1,1
191 St,1,M,Upper Broadway,1191 StUpper Broadway,191_St|1,1|191_St|1,1
Dyckman St,1,M,Upper Broadway,1Dyckman StUpper Broadway,Dyckman_St|1,1|Dyckman_St|1,1
207 St,1,M,Upper Broadway,1207 StUpper Broadway,207_St|1,1|207_St|1,1
215 St,1,M,Upper Broadway,1215 StUpper Broadway,215_St|1,1|215_St|1,1
Marble Hill-225 St,1,M,Upper Broadway,1Marble Hill-225 StUpper Broadway,Marble_Hill_225_St|1,1|Marble_Hill_225_St|1,1
231 St,1,Bx,Upper Broadway,1231 StUpper Broadway,231_St|1,1|231_St|1,1
238 St,1,Bx,Upper Broadway,1238 StUpper Broadway,238_St|1,1|238_St|1,1
Van Cortlandt Park-242 St,1,Bx,Upper Broadway,1Van Cortlandt Park-242 StUpper Broadway,Van_Cortlandt_Park_242_St|1,1|Van_Cortlandt_Park_242_St|1,1
Central Park North-110 St,2,M,Lenox Av,2Central Park North-110 StLenox Av,Central_Park_North_110_St|2_3,2|Central_Park_North_110_St|2_3,2_3
Central Park North-110 St,3,M,Lenox Av,3Central Park North-110 StLenox Av,Central_Park_North_110_St|2_3,3|Central_Park_North_110_St|2_3,2_3
116 St,2,M,Lenox Av,2116 StLenox Av,116_St|2_3,2|116_St|2_3,2_3
116 St,3,M,Lenox Av,3116 StLenox Av,116_St|2_3,3|116_St|2_3,2_3
125 St,2,M,Lenox Av,2125 StLenox Av,125_St|2_3,2|125_St|2_3,2_3
125 St,3,M,Lenox Av,3125 StLenox Av,125_St|2_3,3|125_St|2_3,2_3
135 St,2,M,Lenox Av,2135 StLenox Av,135_St|2_3,2|135_St|2_3,2_3
135 St,3,M,Lenox Av,3135 StLenox Av,135_St|2_3,3|135_St|2_3,2_3
145 St,3,M,Lenox Av,3145 StLenox Av,145_St|3,3|145_St|3,3
Harlem-148 St,3,M,Lenox Av,3Harlem-148 StLenox Av,Harlem_148_St|3,3|Harlem_148_St|3,3
Bowling Green,4,M,Lexington Av (CBD),4Bowling GreenLexington Av (CBD),Bowling_Green|4_5,4|Bowling_Green|4_5,4_5
Bowling Green,5,M,Lexington Av (CBD),5Bowling GreenLexington Av (CBD),Bowling_Green|4_5,5|Bowling_Green|4_5,4_5
Wall St,4,M,Lexington Av (CBD),4Wall StLexington Av (CBD),Wall_St|4_5,4|Wall_St|4_5,4_5
Wall St,5,M,Lexington Av (CBD),5Wall StLexington Av (CBD),Wall_St|4_5,5|Wall_St|4_5,4_5
Spring St,6,M,Lexington Av (CBD),6Spring StLexington Av (CBD),Spring_St|6,6|Spring_St|6,6
Astor Place,6,M,Lexington Av (CBD),6Astor PlaceLexington Av (CBD),Astor_Place|6,6|Astor_Place|6,6
23 St,6,M,Lexington Av (CBD),623 StLexington Av (CBD),23_St|6,6|23_St|6,6
28 St,6,M,Lexington Av (CBD),628 StLexington Av (CBD),28_St|6,6|28_St|6,6
33 St,6,M,Lexington Av (CBD),633 StLexington Av (CBD),33_St|6,6|33_St|6,6
68 St-Hunter College,6,M,Lexington Av (Non-CBD),668 St-Hunter CollegeLexington Av (Non-CBD),68_St_Hunter_College|6,6|68_St_Hunter_College|6,6
77 St,6,M,Lexington Av (Non-CBD),677 StLexington Av (Non-CBD),77_St|6,6|77_St|6,6
86 St,4,M,Lexington Av (Non-CBD),486 StLexington Av (Non-CBD),86_St|4_5_6,4|86_St|4_5_6,4_5_6
86 St,5,M,Lexington Av (Non-CBD),586 StLexington Av (Non-CBD),86_St|4_5_6,5|86_St|4_5_6,4_5_6
86 St,6,M,Lexington Av (Non-CBD),686 StLexington Av (Non-CBD),86_St|4_5_6,6|86_St|4_5_6,4_5_6
96 St,6,M,Lexington Av (Non-CBD),696 StLexington Av (Non-CBD),96_St|6,6|96_St|6,6
103 St,6,M,Lexington Av (Non-CBD),6103 StLexington Av (Non-CBD),103_St|6,6|103_St|6,6
110 St,6,M,Lexington Av (Non-CBD),6110 StLexington Av (Non-CBD),110_St|6,6|110_St|6,6
116 St,6,M,Lexington Av (Non-CBD),6116 StLexington Av (Non-CBD),116_St|6,6|116_St|6,6
125 St,4,M,Lexington Av (Non-CBD),4125 StLexington Av (Non-CBD),125_St|4_5_6,4|125_St|4_5_6,4_5_6
125 St,5,M,Lexington Av (Non-CBD),5125 StLexington Av (Non-CBD),125_St|4_5_6,5|125_St|4_5_6,4_5_6
125 St,6,M,Lexington Av (Non-CBD),6125 StLexington Av (Non-CBD),125_St|4_5_6,6|125_St|4_5_6,4_5_6
138 St-Grand Concourse,4,Bx,Jerome Av,4138 St-Grand ConcourseJerome Av,138_St_Grand_Concourse|4_5,4|138_St_Grand_Concourse|4_5,4_5
138 St-Grand Concourse,5,Bx,Jerome Av,5138 St-Grand ConcourseJerome Av,138_St_Grand_Concourse|4_5,5|138_St_Grand_Concourse|4_5,4_5
167 St,4,Bx,Jerome Av,4167 StJerome Av,167_St|4,4|167_St|4,4
170 St,4,Bx,Jerome Av,4170 StJerome Av,170_St|4,4|170_St|4,4
Mt Eden Av,4,Bx,Jerome Av,4Mt Eden AvJerome Av,Mt_Eden_Av|4,4|Mt_Eden_Av|4,4
176 St,4,Bx,Jerome Av,4176 StJerome Av,176_St|4,4|176_St|4,4
Burnside Av,4,Bx,Jerome Av,4Burnside AvJerome Av,Burnside_Av|4,4|Burnside_Av|4,4
183 St,4,Bx,Jerome Av,4183 StJerome Av,183_St|4,4|183_St|4,4
Fordham Rd,4,Bx,Jerome Av,4Fordham RdJerome Av,Fordham_Rd|4,4|Fordham_Rd|4,4
Kingsbridge Rd,4,Bx,Jerome Av,4Kingsbridge RdJerome Av,Kingsbridge_Rd|4,4|Kingsbridge_Rd|4,4
Bedford Park Blvd-Lehman College,4,Bx,Jerome Av,4Bedford Park Blvd-Lehman CollegeJerome Av,Bedford_Park_Blvd_Lehman_College|4,4|Bedford_Park_Blvd_Lehman_College|4,4
Mosholu Pkwy,4,Bx,Jerome Av,4Mosholu PkwyJerome Av,Mosholu_Pkwy|4,4|Mosholu_Pkwy|4,4
Woodlawn,4,Bx,Jerome Av,4WoodlawnJerome Av,Woodlawn|4,4|Woodlawn|4,4
3 Av-149 St,2,Bx,White Plains Rd,23 Av-149 StWhite Plains Rd,3_Av_149_St|2_5,2|3_Av_149_St|2_5,2_5
3 Av-149 St,5,Bx,White Plains Rd,53 Av-149 StWhite Plains Rd,3_Av_149_St|2_5,5|3_Av_149_St|2_5,2_5
Jackson Av,2,Bx,White Plains Rd,2Jackson AvWhite Plains Rd,Jackson_Av|2_5,2|Jackson_Av|2_5,2_5
Jackson Av,5,Bx,White Plains Rd,5Jackson AvWhite Plains Rd,Jackson_Av|2_5,5|Jackson_Av|2_5,2_5
Prospect Av,2,Bx,White Plains Rd,2Prospect AvWhite Plains Rd,Prospect_Av|2_5,2|Prospect_Av|2_5,2_5
Prospect Av,5,Bx,White Plains Rd,5Prospect AvWhite Plains Rd,Prospect_Av|2_5,5|Prospect_Av|2_5,2_5
Intervale Av,2,Bx,White Plains Rd,2Intervale AvWhite Plains Rd,Intervale_Av|2_5,2|Intervale_Av|2_5,2_5
Intervale Av,5,Bx,White Plains Rd,5Intervale AvWhite Plains Rd,Intervale_Av|2_5,5|Intervale_Av|2_5,2_5
Simpson St,2,Bx,White Plains Rd,2Simpson StWhite Plains Rd,Simpson_St|2_5,2|Simpson_St|2_5,2_5
Simpson St,5,Bx,White Plains Rd,5Simpson StWhite Plains Rd,Simpson_St|2_5,5|Simpson_St|2_5,2_5
Freeman St,2,Bx,White Plains Rd,2Freeman StWhite Plains Rd,Freeman_St|2_5,2|Freeman_St|2_5,2_5
Freeman St,5,Bx,White Plains Rd,5Freeman StWhite Plains Rd,Freeman_St|2_5,5|Freeman_St|2_5,2_5
174 St,2,Bx,White Plains Rd,2174 StWhite Plains Rd,174_St|2_5,2|174_St|2_5,2_5
174 St,5,Bx,White Plains Rd,5174 StWhite Plains Rd,174_St|2_5,5|174_St|2_5,2_5
West Farms Sq-East Tremont Av,2,Bx,White Plains Rd,2West Farms Sq-East Tremont AvWhite Plains Rd,West_Farms_Sq_East_Tremont_Av|2_5,2|West_Farms_Sq_East_Tremont_Av|2_5,2_5
West Farms Sq-East Tremont Av,5,Bx,White Plains Rd,5West Farms Sq-East Tremont AvWhite Plains Rd,West_Farms_Sq_East_Tremont_Av|2_5,5|West_Farms_Sq_East_Tremont_Av|2_5,2_5
East 180 St,2,Bx,White Plains Rd,2East 180 StWhite Plains Rd,East_180_St|2_5,2|East_180_St|2_5,2_5
East 180 St,5,Bx,White Plains Rd,5East 180 StWhite Plains Rd,East_180_St|2_5,5|East_180_St|2_5,2_5
Bronx Park East,2,Bx,White Plains Rd,2Bronx Park EastWhite Plains Rd,Bronx_Park_East|2_5,2|Bronx_Park_East|2_5,2_5
Bronx Park East,5,Bx,White Plains Rd,5Bronx Park EastWhite Plains Rd,Bronx_Park_East|2_5,5|Bronx_Park_East|2_5,2_5
Pelham Pkwy,2,Bx,White Plains Rd,2Pelham PkwyWhite Plains Rd,Pelham_Pkwy|2_5,2|Pelham_Pkwy|2_5,2_5
Pelham Pkwy,5,Bx,White Plains Rd,5Pelham PkwyWhite Plains Rd,Pelham_Pkwy|2_5,5|Pelham_Pkwy|2_5,2_5
Pelham Pkwy,5,Bx,Dyre Av,5Pelham PkwyDyre Av,Pelham_Pkwy|5,5|Pelham_Pkwy|5,5
Allerton Av,2,Bx,White Plains Rd,2Allerton AvWhite Plains Rd,Allerton_Av|2_5,2|Allerton_Av|2_5,2_5
Allerton Av,5,Bx,White Plains Rd,5Allerton AvWhite Plains Rd,Allerton_Av|2_5,5|Allerton_Av|2_5,2_5
Burke Av,2,Bx,White Plains Rd,2Burke AvWhite Plains Rd,Burke_Av|2_5,2|Burke_Av|2_5,2_5
Burke Av,5,Bx,White Plains Rd,5Burke AvWhite Plains Rd,Burke_Av|2_5,5|Burke_Av|2_5,2_5
Gun Hill Rd,2,Bx,White Plains Rd,2Gun Hill RdWhite Plains Rd,Gun_Hill_Rd|2_5,2|Gun_Hill_Rd|2_5,2_5
Gun Hill Rd,5,Bx,White Plains Rd,5Gun Hill RdWhite Plains Rd,Gun_Hill_Rd|2_5,5|Gun_Hill_Rd|2_5,2_5
Gun Hill Rd,5,Bx,Dyre Av,5Gun Hill RdDyre Av,Gun_Hill_Rd|5,5|Gun_Hill_Rd|5,5
219 St,2,Bx,White Plains Rd,2219 StWhite Plains Rd,219_St|2_5,2|219_St|2_5,2_5
219 St,5,Bx,White Plains Rd,5219 StWhite Plains Rd,219_St|2_5,5|219_St|2_5,2_5
225 St,2,Bx,White Plains Rd,2225 StWhite Plains Rd,225_St|2_5,2|225_St|2_5,2_5
225 St,5,Bx,White Plains Rd,5225 StWhite Plains Rd,225_St|2_5,5|225_St|2_5,2_5
233 St,2,Bx,White Plains Rd,2233 StWhite Plains Rd,233_St|2_5,2|233_St|2_5,2_5
233 St,5,Bx,White Plains Rd,5233 StWhite Plains Rd,233_St|2_5,5|233_St|2_5,2_5
Nereid Av,2,Bx,White Plains Rd,2Nereid AvWhite Plains Rd,Nereid_Av|2_5,2|Nereid_Av|2_5,2_5
Nereid Av,5,Bx,White Plains Rd,5Nereid AvWhite Plains Rd,Nereid_Av|2_5,5|Nereid_Av|2_5,2_5
Wakefield-241 St,2,Bx,White Plains Rd,2Wakefield-241 StWhite Plains Rd,Wakefield_241_St|2,2|Wakefield_241_St|2,2
Morris Park,5,Bx,Dyre Av,5Morris ParkDyre Av,Morris_Park|5,5|Morris_Park|5,5
Baychester Av,5,Bx,Dyre Av,5Baychester AvDyre Av,Baychester_Av|5,5|Baychester_Av|5,5
Eastchester-Dyre Av,5,Bx,Dyre Av,5Eastchester-Dyre AvDyre Av,Eastchester_Dyre_Av|5,5|Eastchester_Dyre_Av|5,5
3 Av-138 St,6,Bx,Pelham,63 Av-138 StPelham,3_Av_138_St|6,6|3_Av_138_St|6,6
Brook Av,6,Bx,Pelham,6Brook AvPelham,Brook_Av|6,6|Brook_Av|6,6
Cypress Av,6,Bx,Pelham,6Cypress AvPelham,Cypress_Av|6,6|Cypress_Av|6,6
East 143 St-St Mary's St,6,Bx,Pelham,6East 143 St-St Mary's StPelham,East_143_St_St_Mary's_St|6,6|East_143_St_St_Mary's_St|6,6
East 149 St,6,Bx,Pelham,6East 149 StPelham,East_149_St|6,6|East_149_St|6,6
Longwood Av,6,Bx,Pelham,6Longwood AvPelham,Longwood_Av|6,6|Longwood_Av|6,6
Hunts Point Av,6,Bx,Pelham,6Hunts Point AvPelham,Hunts_Point_Av|6,6|Hunts_Point_Av|6,6
Whitlock Av,6,Bx,Pelham,6Whitlock AvPelham,Whitlock_Av|6,6|Whitlock_Av|6,6
Elder Av,6,Bx,Pelham,6Elder AvPelham,Elder_Av|6,6|Elder_Av|6,6
Morrison Av-Soundview,6,Bx,Pelham,6Morrison Av-SoundviewPelham,Morrison_Av_Soundview|6,6|Morrison_Av_Soundview|6,6
St Lawrence Av,6,Bx,Pelham,6St Lawrence AvPelham,St_Lawrence_Av|6,6|St_Lawrence_Av|6,6
Parkchester,6,Bx,Pelham,6ParkchesterPelham,Parkchester|6,6|Parkchester|6,6
Castle Hill Av,6,Bx,Pelham,6Castle Hill AvPelham,Castle_Hill_Av|6,6|Castle_Hill_Av|6,6
Zerega Av,6,Bx,Pelham,6Zerega AvPelham,Zerega_Av|6,6|Zerega_Av|6,6
Westchester Sq-East Tremont Av,6,Bx,Pelham,6Westchester Sq-East Tremont AvPelham,Westchester_Sq_East_Tremont_Av|6,6|Westchester_Sq_East_Tremont_Av|6,6
Middletown Rd,6,Bx,Pelham,6Middletown RdPelham,Middletown_Rd|6,6|Middletown_Rd|6,6
Buhre Av,6,Bx,Pelham,6Buhre AvPelham,Buhre_Av|6,6|Buhre_Av|6,6
Pelham Bay Park,6,Bx,Pelham,6Pelham Bay ParkPelham,Pelham_Bay_Park|6,6|Pelham_Bay_Park|6,6
34 St-Hudson Yards,7,M,Flushing (Manhattan),734 St-Hudson YardsFlushing (Manhattan),34_St_Hudson_Yards|7,7|34_St_Hudson_Yards|7,7
Rector St,R,M,Broadway-60 St,RRector StBroadway-60 St,Rector_St|R_W,R|Rector_St|R_W,R
Cortlandt St,R,M,Broadway-60 St,RCortlandt StBroadway-60 St,Cortlandt_St|R_W,R|Cortlandt_St|R_W,R
City Hall,R,M,Broadway-60 St,RCity HallBroadway-60 St,City_Hall|R_W,R|City_Hall|R_W,R
Prince St,N,M,Broadway-60 St,NPrince StBroadway-60 St,Prince_St|W_R,N|Prince_St|W_R,N_R
Prince St,R,M,Broadway-60 St,RPrince StBroadway-60 St,Prince_St|W_R,R|Prince_St|W_R,N_R
8 St-New York University,N,M,Broadway-60 St,N8 St-New York UniversityBroadway-60 St,8_St_New_York_University|W_R,N|8_St_New_York_University|W_R,N_R
8 St-New York University,R,M,Broadway-60 St,R8 St-New York UniversityBroadway-60 St,8_St_New_York_University|W_R,R|8_St_New_York_University|W_R,N_R
23 St,N,M,Broadway-60 St,N23 StBroadway-60 St,23_St|W_R,N|23_St|W_R,N_R
23 St,R,M,Broadway-60 St,R23 StBroadway-60 St,23_St|W_R,R|23_St|W_R,N_R
28 St,N,M,Broadway-60 St,N28 StBroadway-60 St,28_St|W_R,N|28_St|W_R,N_R
28 St,R,M,Broadway-60 St,R28 StBroadway-60 St,28_St|W_R,R|28_St|W_R,N_R
49 St,N,M,Broadway-60 St,N49 StBroadway-60 St,49_St|N_W_R,N|49_St|N_W_R,N_Q_R
49 St,Q,M,Broadway-60 St,Q49 StBroadway-60 St,49_St|N_W_R,Q|49_St|N_W_R,N_Q_R
49 St,R,M,Broadway-60 St,R49 StBroadway-60 St,49_St|N_W_R,R|49_St|N_W_R,N_Q_R
57 St-7 Av,N,M,Broadway-60 St,N57 St-7 AvBroadway-60 St,57_St_7_Av|N_Q_R_W,N|57_St_7_Av|N_Q_R_W,N_Q_R
57 St-7 Av,Q,M,Broadway-60 St,Q57 St-7 AvBroadway-60 St,57_St_7_Av|N_Q_R_W,Q|57_St_7_Av|N_Q_R_W,N_Q_R
57 St-7 Av,R,M,Broadway-60 St,R57 St-7 AvBroadway-60 St,57_St_7_Av|N_Q_R_W,R|57_St_7_Av|N_Q_R_W,N_Q_R
5 Av-59 St,N,M,Broadway-60 St,N5 Av-59 StBroadway-60 St,5_Av_59_St|N_W_R,N|5_Av_59_St|N_W_R,N_Q_R
5 Av-59 St,Q,M,Broadway-60 St,Q5 Av-59 StBroadway-60 St,5_Av_59_St|N_W_R,Q|5_Av_59_St|N_W_R,N_Q_R
5 Av-59 St,R,M,Broadway-60 St,R5 Av-59 StBroadway-60 St,5_Av_59_St|N_W_R,R|5_Av_59_St|N_W_R,N_Q_R
Broad St,J,M,Nassau St,JBroad StNassau St,Broad_St|J_Z,J|Broad_St|J_Z,J_Z
Broad St,Z,M,Nassau St,ZBroad StNassau St,Broad_St|J_Z,Z|Broad_St|J_Z,J_Z
Bowery,J,M,Nassau St,JBoweryNassau St,Bowery|J_Z,J|Bowery|J_Z,J_Z
Bowery,Z,M,Nassau St,ZBoweryNassau St,Bowery|J_Z,Z|Bowery|J_Z,J_Z
3 Av,L,M,14 St,L3 Av14 St,3_Av|L,L|3_Av|L,L
1 Av,L,M,14 St,L1 Av14 St,1_Av|L,L|1_Av|L,L
Grand St,B,M,6 Av,BGrand St6 Av,Grand_St|B_D,B|Grand_St|B_D,B_D
Grand St,D,M,6 Av,DGrand St6 Av,Grand_St|B_D,D|Grand_St|B_D,B_D
East Broadway,F,M,6 Av,FEast Broadway6 Av,East_Broadway|F,F|East_Broadway|F,F
2 Av,F,M,6 Av,F2 Av6 Av,2_Av|F,F|2_Av|F,F
23 St,F,M,6 Av,F23 St6 Av,23_St|F_M,F|23_St|F_M,F_M
23 St,M,M,6 Av,M23 St6 Av,23_St|F_M,M|23_St|F_M,F_M
47-50 Sts-Rockefeller Center,B,M,6 Av,B47-50 Sts-Rockefeller Center6 Av,47_50_Sts_Rockefeller_Center|B_D_F_M,B|47_50_Sts_Rockefeller_Center|B_D_F_M,B_D_F_M
47-50 Sts-Rockefeller Center,D,M,6 Av,D47-50 Sts-Rockefeller Center6 Av,47_50_Sts_Rockefeller_Center|B_D_F_M,D|47_50_Sts_Rockefeller_Center|B_D_F_M,B_D_F_M
47-50 Sts-Rockefeller Center,F,M,6 Av,F47-50 Sts-Rockefeller Center6 Av,47_50_Sts_Rockefeller_Center|B_D_F_M,F|47_50_Sts_Rockefeller_Center|B_D_F_M,B_D_F_M
47-50 Sts-Rockefeller Center,M,M,6 Av,M47-50 Sts-Rockefeller Center6 Av,47_50_Sts_Rockefeller_Center|B_D_F_M,M|47_50_Sts_Rockefeller_Center|B_D_F_M,B_D_F_M
Canal St,A,M,8 Av,ACanal St8 Av,Canal_St|A_C_E,A|Canal_St|A_C_E,A_C_E
Canal St,C,M,8 Av,CCanal St8 Av,Canal_St|A_C_E,C|Canal_St|A_C_E,A_C_E
Canal St,E,M,8 Av,ECanal St8 Av,Canal_St|A_C_E,E|Canal_St|A_C_E,A_C_E
Spring St,C,M,8 Av,CSpring St8 Av,Spring_St|C_E,C|Spring_St|C_E,C_E
Spring St,E,M,8 Av,ESpring St8 Av,Spring_St|C_E,E|Spring_St|C_E,C_E
23 St,C,M,8 Av,C23 St8 Av,23_St|C_E,C|23_St|C_E,C_E
23 St,E,M,8 Av,E23 St8 Av,23_St|C_E,E|23_St|C_E,C_E
34 St-Penn Station,A,M,8 Av,A34 St-Penn Station8 Av,34_St_Penn_Station|A_C_E,A|34_St_Penn_Station|A_C_E,A_C_E
34 St-Penn Station,C,M,8 Av,C34 St-Penn Station8 Av,34_St_Penn_Station|A_C_E,C|34_St_Penn_Station|A_C_E,A_C_E
